fila,pregunta,grupo,texto
61,q5,__todos__,Porque creo que esas cosas son prerrequisitos para las otras
62,q5,__todos__,Porque creo que encierra a las otras dos opciones así que me pareció más amplia
64,q5,__todos__,Xq tenia q elegir una
65,q5,__todos__,2
67,q5,__todos__,"Porque es un país que tiene recursos para el trabajo a la gente. Lo que pasa es que a veces, no sé, eligen mal a la gente o eligen gente que no es responsable. Tengo familiares y gente que trabajan en algunos a la salud, otros en la construcción. Y ven que ponen a gente que lo único que quieren, no sé, parece que quieren, es el dinero. Está bien, uno va por dinero, pero también tiene que querer a la gente que va, en este caso voy a hablar de enfermería, en este caso la salud, que quiera salvar, no que quiera avanzar un puesto para ganar más. Y en la construcción que quieran trabajar, no que quieran simplemente... No solamente ganar un puesto también, porque van las dos cosas incluidas. Es un país que tiene, tiene, tiene... Lo de la economía sólida como que me quedo ahí, pero digo, bueno, es algo que a veces... Es de repente como uno se maneje con el dinero, ¿no? Pero es un país que puede, puede, puede, puede. Si quiere, puede. Pero va todo en la gente, en la educación de la gente."
68,q5,__todos__,2
69,q5,__todos__,Porque el tema de la desigualdad social  quita oportunidades a personas muy capaces que hoy no pueden mostrar lo que pueden aportar
71,q5,__todos__,2
72,q5,__todos__,Me parece la más correcta
73,q5,__todos__,Si supieran administrar la economía del pais no regalando la plata a los vagos sería mejor
76,q5,__todos__,"Porque es evidente de que si el país, su gente, tiene buenas condiciones de vida, es evidente que va camino a tener un bajísimo nivel de desigualdad. Es bien sencillo."
77,q5,__todos__,Porque me gusta la posibilidad de que la población con trabajo o estudios tenga lugar para desarrollarse  lo demás viene por añadidura
78,q5,__todos__,Porque un país con economía sólida genera facilidad de inversión y facilidad de empleo te genera capacidad de mejora la que te va dar la economía para poder generar inversión
79,q5,__todos__,Creo que sí se dan las condiciones de la 1 el resto se da por si solo. Las personas que no se preocupan por llegar a fin de mes. Se pueden ocupar del medio ambiente.
80,q5,__todos__,"Pensé que solo me dabas una opción, o sea, tenía que elegir una entre las tres opciones. Si fuera por mí, no elegiría ninguna de las tres, porque no me parece, no estoy de acuerdo con ninguna de las tres."
81,q5,__todos__,Porque una buena economía  con buen empleo permite el desarrollo de la sociedad y con ello al tener un buen desarrollo económico y cultural se puede lograr el cuidado del medio ambiente  bajar la desigualdad y cuidar los recursos para el futuro. Creo que sin una buena economía y poco empleo  es difícil proyectar la sociedad en mejores culturales y poder abatir la desigualdad
82,q5,__todos__,por que me parece loó mas cercano a la realidad
83,q5,__todos__,Porque la estabilidad y la proyección a futuro son pilares fundamentales
84,q5,__todos__,"Si una población, elegí esa opción porque si una población tiene buenos niveles de vida, se supone que hay buena seguridad, hay buenos servicios públicos, hay una buena economía, hay trabajo, hay comida, todo lo que se referiría a un buen estilo de vida. Entonces, para mí eso sería un país desarrollado adicionalmente. Si hay poca desigualdad, buena educación, pues ya no habrían problemas de delincuencia o habrían muy pocos problemas de delincuencia, que sería otro factor ahí que podría influir."
86,q5,__todos__,Cuando te va bien en lo económico  aleatorio ayudás a lo demás  y no se te hacé cuesta arriba...
87,q5,__todos__,Porque dice : que l población tiene buenas condiciones de vida   lo que requiere un poco de las otras opciones  como economía sólida y estable y prioriza la igualdad de condiciones
88,q5,__todos__,"Con trabajo, teniendo buen trabajo y buen salario, salís adelante. Y proyecto de que el gobierno o el país que tenga fábricas o que tenga un desarrollo importante para tener un buen empleo, es lo que me gusta."
92,q5,__todos__,En realidad elegí las tres opciones  una complementa a la otra
93,q5,__todos__,Me parece que la 3 es muy buena pero hay aspectos que son prioritarios. Una familia que no tiene trabajo o no gana lo suficiente  solo en situaciones excepcionales puede interesarse u ocuparse del ambiente y los recursos naturales.
94,q5,__todos__,"Porque un país con una economía sólida genera fuentes de empleo y si hay fuentes de empleo hay trabajo y me parece que es lo mejor. Es como que más liberal que otra cosa porque las otras dos me parecen más de tipo nivelar a todo el mundo con la misma vara y no, no. No va por ahí. Cada uno tiene que buscar de salir adelante. Cada uno tiene que dedicarse a buscar a salir adelante porque si no es muy fácil que te caiga todo arriba. Está pronto."
96,q5,__todos__,Porque si no preparamos para el futuro a conciencia nada bueno se puede esperar
97,q5,__todos__,Las tres eran válidas. Porque en el desarrollo debe importar el futuro
99,q5,__todos__,porque mejorar la vida de la población siempre debería ser el camino
100,q5,__todos__,Estaba entre la opción 2 y la 3 Pero me decante por la segunda ya que la economía es uno de los núcleos de un país si la economía es frágil y volátil la historia ya demostró lo malo que puede resultar como paso con Venezuela dependió demasiado del petróleo y cuando su precio bajo el país se desplomó y perjudicó a todos su población aunque me gustaría apostar por el cuidado de la población es verdad que si el pueblo pasa hambre por la mala economía del país poco se puede hacer
101,q5,__todos__,Considero que las tres no son privativas de las otras y son buenas las tres pero pedían una?
102,q5,__todos__,Porque es la opción más justa para la población  aunque el cuidado del ambiente y los recursos también es importante
103,q5,__todos__,Porque también piensa en el futuro
105,q5,__todos__,No considero que pueda haber desarrollo sin igualdad  ni que el crecimiento económico de unos pocos sea condición necesaria o suficiente para considerar a un país desarrollado. Elegí la opción 1 porque entiendo que buenas condiciones de vida ya incluye implícitamente lo ambiental  y por eso descarté la opción 3.
106,q5,__todos__,Para mí  un país desarrollado no se define solamente por cuánto produce o cuánto crece su economía  sino por cómo ese desarrollo se refleja en la vida de las personas. Que la gente tenga acceso a una buena educación  salud  vivienda  trabajo digno y oportunidades  independientemente de dónde viva o de su situación económica.nnCreo que una economía sólida es fundamental y que también tenemos que cuidar el ambiente  pero entiendo que el objetivo final del desarrollo debería ser mejorar la vida de las personas y lograr una sociedad con más oportunidades y menos desigualdades.
107,q5,__todos__,3
108,q5,__todos__,Por que pienso así  por qué si piensa en que tengas la libertad de crecer y trabajar en lo que te gusta y no en lo que haya más demanda. En país que te da esa posibilidad de deaarrollarte así como persona es un país desarrollado
109,q5,__todos__,Somos con el ambiente   integrar los vínculos y el plano donde se desarrolla una sociedad es básico
110,q5,__todos__,Me parece que lo mejor es priorizar la población
111,q5,__todos__,Elegí esa opción porque una economía sólida y diversificada genera empleo  brinda estabilidad  mejora las oportunidades de la población y permite al país crecer de manera sostenible  incluso frente a períodos de crisis.
112,q5,__todos__,Porque si un país tiene buena economía y sus habitantes tienen trabajo ingresos con los que puedan costear su necesidades. No habría pobreza
113,q5,__todos__,Es importante que todos vivamos dignamente
114,q5,__todos__,En realidad ninguna de las 3 define exactamente lo que pienso  pero insisto que en nuestro país es necesario crear fuentes de empleo
116,q5,__todos__,Por que creo que un país debería ser así
117,q5,__todos__,Porque  una sociedad justa y solidaria necesariamente pasa pir disminuir las inequidades
118,q5,__todos__,"Porque considero que el Uruguay no es un país desarrollado porque tenemos mucha diferencia de igualdad. Hay mucha gente que tiene mucho y hay mucha gente que no tiene nada. Me parece que no estamos en un país desarrollado. Es más, estamos muy atrasados en muchas cosas."
120,q5,__todos__,Porque en los países que no están desarrollados  la tasa de empleabilidad es cada vez más baja
121,q5,__todos__,Porque un país con una economía solida y diversificada es capaz de cumplir las otras dos
122,q5,__todos__,Porque para ser un País desarrollado  tiene que existir una Economía sólida  capaz de crecer y generar empleo
123,q5,__todos__,Lo que dice la opción dice lo que pienso sintetizado
124,q5,__todos__,"Porque no me da opción de elegir todas, porque la verdad que todas tienen una parte de un país en desarrollo."
125,q5,__todos__,Considero q un país desarrollado es cuando la economía de la población es buena  hay trabajo para todos y salud
126,q5,__todos__,El trabajo dignifica  si la gente tiene trabajo  buena salud  un Estado que apunta al crecimiento  a la busqueda de inversiones  hace que la gente apueste al crecimiento también
127,q5,__todos__,Y es un poco de lo que veníamos hablando quizás  un país donde todos tengamos el derecho a vivir en paz  buenas condiciones
128,q5,__todos__,Porque el trabajo dignifica y te habré las puertas para una excelente vida.
129,q5,__todos__,Y porque me parece que el cuidado del ambiente es fundamental.
131,q5,__todos__,Si bien también de acuerdo con 3  creo que no pueden priorizarse las generaciones futuras desestimando las condiciones de la gente que de hecho ya existe.
132,q5,__todos__,"Si bien en las tres encuentro elementos que podría tener en cuenta a la hora de responder, es la que me parece la mejor respuesta."
133,q5,__todos__,En el entendido de que el desarrollo tiene que beneficiar a toda la poblacion.
135,q5,__todos__,Bla bla
136,q5,__todos__,"Bueno, un país que se preocupa por su gente y mejora su calidad de vida es bastante primordial. Y después que el cuidado del medio ambiente es imprescindible. Y que ponga recursos para el futuro, ya sea en la enseñanza o en otras carreras, de alguna otra cosa que se pueden ir haciendo, también es fundamental. Las tres preguntas podrían contestarse, podrían elegirse, pero yo elegí esta, me pareció que era la más adecuada."
137,q5,__todos__,1
138,q5,__todos__,3
139,q5,__todos__,La desigualdad es una de las principales  causas de todos los problemas que nos atañan a la humanidad   de ahi parte  todo
140,q5,__todos__,Por que es lo que mi país necesita
141,q5,__todos__,porque un país que tiene una economía sólida capaz de crear empleo está asegurando para sus pobladores un buen un buen pasar o sea al tener un empleo bueno y al que toda la población pueda hacer tenga acceso a empleo y buen empleo no eso ya está generando que las personas vivan bien y que puedan estudiar tener tener acceso a la salud digo la educación o sea que con una economía sólida es lo que me parece que garantiza todo eso
142,q5,__todos__,Creo que es la más acertada  las condiciones de vida son buenas (en general) y la desigualdad si bien hay a nivel regional y hasta mundial  es baja
143,q5,__todos__,"Porque plantea que si hay, tiene buenas condiciones de vida, quiere decir que seguramente eso hace a que están resueltas varios elementos básicos de la vida de las personas, pero fundamentalmente porque aparece la palabra desigualdad y eso pone a una población, una mirada de una población con igualdad. Creo que fundamentalmente por eso."
144,q5,__todos__,Porque existen bajos niveles de desigualdad.
145,q5,__todos__,Porque considero que el desarrollo de un país debería verse reflejado en la vida cotidiana de su población. No alcanza con que la economía crezca si las personas no tienen acceso a salud  educación  vivienda y tiempo para disfrutar  o si ese crecimiento beneficia solamente a una parte de la sociedad.
147,q5,__todos__,Porque sin un mínimo asegurado   la economía crece de acuerdo a quienes más tienen  priorizando el lucro y atentando contra el medio ambiente
148,q5,__todos__,La que consolida mejor el futuro
149,q5,__todos__,"es que pienso que a través de esa puede llegar a las otras dos opciones que sería lo ideal, el desarrollo económico y laboral y a su vez poder lograr una mejor calidad de vida. Y también pensar en el futuro porque si nos llevamos todo puesto, imagínate que por ejemplo uno de los recursos más preciados que tenemos nosotros es el agua y ya estamos hablando que contaminamos el Santa Lucía y que estamos contaminando el río Negro y también estamos metiendo en problemas al río Uruguay, entonces esas cosas están buenas hacerlas, necesitamos esas inversiones, pero también necesitamos un poco cuidar, que esas inversiones no nos acarren el problema para uno de los potenciales más grandes que tenemos nosotros que es nuestra reserva de agua."
150,q5,__todos__,"Porque cuando dice un país que tiene buenas condiciones de vida, entiendo yo que encierra también lo que está en las otras opciones, por lo que yo decía antes, que sería tranquilidad económica y emocional. Y esas cosas, la población tiene buenas condiciones de vida, para mí tendría que, comprendería esas dos cosas."
1,q6,__todos__,Controlar y seguir una linea estipulafa
2,q6,__todos__,Organizar y dirigir
3,q6,__todos__,para garantizar el bienestar de la poblacion
4,q6,__todos__,Es importante que exista el Estado para reducir desigualdades  proteger y fomentar la paz  y otorgar bienes y servicios buenos para la vida de las personas. Sus funciones son: proveer de seguridad  brindar educacion  salud  ayudar económicamente a personas que lo necesitan  y lograr que las personas sean más felices
6,q6,__todos__,Un poder legislativo que estudie  cree o modifique leyes  un juzgado para resolver los asuntos internos y un ejercito para cuidar la seguridad del pais. Todo lo demás debe ser asunto de los sectores privados.
7,q6,__todos__,Por el tamaño del país son importantes algunas empresas públicas  pero no tantas como ahora donde se duplican fuciones. Lo importante es que de servicios a la gente y oportunidades para que se desarrolle
8,q6,__todos__,Me parece clave el estado como organismo de control. nEs quien debe velar por el cumplimiento de las leyes y el bienestar de los ciudadanos. Es responsable de garantizar los derechos fundamentales a los seres humanos nTambién debe marcar pautas normativas  etc y controlar a las personas y las empresas
9,q6,__todos__,Proteger a la personas   justicia   y la el control social que aunque haya gente que está es desacuerdo es importante
10,q6,__todos__,El Estado debe garantizar a su población condiciones dignas de existencia. Debe garantizar que las personas puedan desarrollarse  educarse  vivir en codiciones de bienestar. Equiparar las condiciones de partida de la población  disminuuir la desigualdad.
12,q6,__todos__,Regular el comportamiento de la población  hacer que se respete la ley y a la soberanía  hacer valer los derechos básicos
13,q6,__todos__,El estado cumple la función de administrar un territorio y un grupo de gente que comparten algo en común  el estado debe cumplir lo más básico que es la seguridad social  educación  seguridad y justicia.
15,q6,__todos__,Garantizar los derechos de la población  salud  educación  vivienda  garantizar que la soberanía del país no se vea vulnerada   control de la economía  legislación  justicia  administración del país y sus jurisdicciones  policía.
16,q6,__todos__,"Para organizar, a contribuir, bueno, a organizar la vida social, para intentar lograr el bien común, aunque sabemos que el Estado también responde a intereses, pero para asegurar las condiciones de vida que se planteaban en la otra pregunta, las libertades, estaba pensando en aquello de que el hombre no sea el lobo del hombre."
17,q6,__todos__,"Hola, esta te la contesto por acá porque es más largo capaz. El Estado, la función del Estado creo que es cuidar de todos nosotros, de los habitantes de nuestro país, crear las condiciones adecuadas para que todos podamos vivir en paz y con empleo, o sea, con las condiciones resueltas, que no significa que nos tengan que dar nada, sino que ellos tienen que lograr inversiones y cosas para el país para que su gente pueda tener trabajo, pero que no solamente tengamos que trabajar para pagar el alquiler y comer y vestirnos si podemos, sino que para crecer. Y crecer todos, no solamente los ricos."
19,q6,__todos__,El estado debería garantizar las condiciones básicas para que pidamos vivir en libertad  seguridad y dignidad  establecer reglas  con límites claros para no convertirse en un poder q abuse de esas funciones.nTiene que garantizar seguridad  justicia  mantener un sistema activo de salud pública  asegurar educación  mantener una infraestructura de servicios como agua  rutas  saneamiento  regular la economía  regular precios. Garantizar democracia.
20,q6,__todos__,"Me demoré un poco porque me llegó un correo. Bueno, qué pregunta. ¿Para qué sirve el Estado? Bueno, yo la sociedad, nací con la sociedad integrada, sí. Bueno, ¿para qué sirve el Estado? El Estado sirve para cuidar y administrar lo que le corresponde, que es el Estado mismo. Vivimos en una sociedad donde, bueno, el Estado nuestro, uruguayo, maneja nuestros recursos y trata de velar por la buena, por la convivencia equitativa, debería ser, de las personas que lo integramos. Y estar atentos a cómo administrar y seguir. Bueno, existiendo y sobre todo en la igualdad y atentos a los detalles que tiene que corregir. Y es eso, ¿no? Estar atentos a lo que le corresponde, al Estado. Fá, esa está brava, ¿no? Porque a mí me tiene muy confundido lo que está sucediendo en la sociedad."
22,q6,__todos__,El estado es muy importante para todos los países sino serían tierras de nadie pero las funciones que deberían de cumplir como estado serían brindar  trabajos que no hay  brindar salud  que tampoco hay  no hay medicación y el trato del personal de salud al paciente o usuario es horrible  el estado uruguayo no importa que partido sea se han vuelto muy capitalistas y se olvidaron del pueblo
23,q6,__todos__,Creo que el principal rol del Estado es regular la economía y redistribuir ingresos.
24,q6,__todos__,Para generar lo mecanismo que permitan a todos tener una vida digna. Gestionar  es lo que pienso cuando pienso en sus funciones.
26,q6,__todos__,"Elegí esa opción porque creo que el gobierno debería priorizar a los ciudadanos y el ambiente para cuidar los recursos del futuro. Creo que en un país como Uruguay debería ser lo más importante y para acá creo que existe el Estado para regular más que nada las interacciones de tanto las instituciones como los individuos, para intentar que eso se lleve de la manera más apropiada sin generar conflicto y sus funciones principales creo que sería buscar la mejor calidad de vida para el individuo. Creo que sería esa su principal función."
27,q6,__todos__,primero cuidar de su gente con políticas coherentes que no ahuyenten a las empresas que vienen a invertir para poder generar fuentes de empleo porque no es darle dinero al pobre para que resuelva su problema y darle un empleo para que genere sus ingresos que le puedan servir para poder resolver su problema por otro lado luchar por que haya seguridad ciudadana tranquilidad ciudadana no permitir que un grupito de personas vengan a echar a perder la tranquilidad de este país por otro lado también las políticas internacionales con su comunicación con el exterior con los otros países también tiene que tener coherencia para que haya una buena relación y un buen intercambio comercial
28,q6,__todos__,Sería importante q priorizaran a la clase obrera y no al vago q vive de planes
29,q6,__todos__,No me parece muy importante mientras halla democracia el estado es secundario nEn el caso de Uruguay un estado paternalista que te llena de impuestos para engordar cada día más
30,q6,__todos__,Al tener una economia creciente se solventan las necesidades de la poblacion sumado a la creacion de empleos
32,q6,__todos__,Para organizar el país . Administrar .
33,q6,__todos__,Para mí es tener un país conforme de de no exista la pobreza ni corrupción nQue no se olviden para que lo eligieron
34,q6,__todos__,"Bueno, el Estado debe existir porque es la forma de que no haya desorden y, bueno, que más o menos podamos salir y vivir tranquilos, ¿no? Y para que existan lugares para todo, para alimentarse, para comprar alimento. Yo, por ejemplo, voy a lugares a comprar verduras, etcétera, etcétera, etcétera, para que existan lugares para atenderse en caso de enfermarse. El Estado debe existir para controlar. Todo el país, ¿no? Para controlar justamente el Estado del país."
35,q6,__todos__,El estado regula muchas cosas por ejemplo la seguridad cuando lo hace bien
36,q6,__todos__,Para mi la democracia y la libertad está sobre todo. Los tres poderes deben actuar de forma adecuada a sus obligaciones  con la prudencia que como pueblo deseamos.
37,q6,__todos__,Siento que es importante porque gracias a él se pueden gestionar muchas cosas que ayuden a una mejor vida para los ciudadanos y garanizar ciertos derechos. En un país con Estado fuerte  la educación  la salud  la vivienda  entre otras cosas deberían estar garantizadas. Administrar justicia lo más equitativa posible  la seguridad  oportunidades de desarrollo  muchas cosas. Creo que el Estado ayuda a una población más justa y orienta al país a objetivos nobles. Por otro lado  el Estado debe estar bien administrado. Si existe corrupción dentro de él o se usa el Estado para favorecer a algunos  entonces el Estado pierde lo que yo entiendo sería su función y razón de ser.
38,q6,__todos__,Ah mai good el state! Bien por un tema de cuidar la  soberanía  por razones jurídicas (leyes) por administrar y gestionar los derechos y obligaciones de las personas y cuidar en salud  por la educación de los individuos y para garantizar igualdad de oportunidades en todo a lo largo de la vida del individuo
39,q6,__todos__,Es importante que exista el Estado porque es quien se asegura que se cumplan los derechos de las personas y los servicios basicoa de bienestar. Considera que sus funciones son asegurar educación  salud  seguridad y justicia a la población.
40,q6,__todos__,Para todo. Los factores del poder del estado deben estar presente
41,q6,__todos__,Para la población en su totalidad de recursos y mejor reparto de los bienes
42,q6,__todos__,Mantener el orden público y la economía d un país
43,q6,__todos__,El estado es el aparato que organiza al país. Sin estado hay colapso.
44,q6,__todos__,"Y el Estado tiene que existir para asegurarle al ciudadano vivir dignamente, para asegurar que se cumplan las leyes. Y el Estado tiene que ser activo, pero tampoco el Estado manejar, o sea, estar tan involucrado con la sociedad. O sea, tiene que estar más o menos, ni muy bien ni tanto."
45,q6,__todos__,"¿Para qué cosas te parece importante que exista el Estado? Primero, ¿cómo qué es el Estado? El Estado, de alguna manera, a través de sus instituciones, es el garante del desarrollo individual y subjetivo de las personas. Eso suena como muy raro y filosófico, pero tiene que garantizar el desarrollo económico, social, cultural, emocional, de salud física y mental de las personas en concordancia con el medio. Y de alguna forma, generar políticas a través de políticas, de normas, reglamentos, etc. Generar una conexión entre el mundo humano y inhumano. Me estoy yendo al carajo, en realidad. Pero las funciones son esas. Garantizar la integridad física, mental, emocional, siempre en la medida de lo posible, ¿no? Porque hay cosas en las que se pueden meter y cosas en las que no. O cosas en las que se mete de una manera no del todo correcta, pero supongo que vendrá después en alguna otra pregunta. Pero es eso. Es el garante de la integridad física, mental, emocional de los individuos y de la formación de su subjetividad a través de todas las instituciones que conforman el Estado. De las normas, reglamentos. Políticas, etcétera, etcétera. No sé si en realidad contesté la pregunta, pero es lo que pienso y no sé si contesté la pregunta. Pero está, no importa. Esa es mi respuesta."
46,q6,__todos__,Me parece importante que exista el Estado para garantizar los servicios básicos y los derechos de las personas. Creo que debe encargarse principalmente de la salud  la educación  la seguridad  la justicia y ayudar a quienes más lo necesitan. También debería controlar que se cumplan las leyes y brindar las condiciones necesarias para que las personas puedan trabajar  progresar y vivir dignamente.
47,q6,__todos__,Preferiría que no existiese
48,q6,__todos__,Para las actividades sociales  las organizaciones públicas
49,q6,__todos__,Para garantizar la seguridad  la educación y la salud (como derechos fundamentales de los ciudadanos).
50,q6,__todos__,Para brindarle al país y a la gente mejores condiciones de vida
51,q6,__todos__,Seguridad  justicia  salud y educación. El resto es secundario y solo si aporta algo positivo si no lo logra debe delegarlo en el resto de la sociedad
52,q6,__todos__,Toda sociedad debe confirmar una institución organizada donde los deberes y los derechos de cada persona sean asegurados con la existencia de un ente social que trascienda a los gobiernos de turno
53,q6,__todos__,"Porque creo que no hay que pensar solo en el presente, sino que hay que cuidar a las actuales generaciones y las futuras. Y una de las formas de cuidarlas es precisamente cuidando el medio ambiente y priorizando y cuidando también los recursos para los años que vendrán. Gracias."
54,q6,__todos__,El estado es importante. Por que es el que tiene que poner un orden.  Mantener la economía en general. Mantener la seguridad y sobretodo decidir lo mejor para el pueblo.  En la actualidad los reyes cobraban tributos.pero se encargaban de él pueblo.  Gobernaban. Hoy en día cobran todo tipo de impuestos.  Sin hacer nada. Desde el año 2000.  Pará adelante empeora la seguridad.  Cada vez más difícil tener tu casa propia  empeora la Infraestructura  de cada ciudad  empeora los ingresos  del trabajador.  Mientras  a un trabajador  le sacan más al que vive del estado sin hacer nada les dan más  y así generamos un mal hábito  para la población  los acostumbramos a que si no aportan te ayudan más sin embargo  si trabajas y te esforzas. Te exigen impuesto te sacan beneficios y te restringen tu dinero.
55,q6,__todos__,"En este caso es demasiado. En este caso, o sea, el gobierno no, para lo que está actualmente pensado, no, sino su, para mí, no, por lo menos, en el tema del gobierno tiene que ser una accesibilidad, o sea, enriquecimiento, no, y no tiene que ser algo fuera del gobierno como es actualmente, sino integrar al gobierno en el propio sistema del gobierno, no. O sea, hoy por hoy el gobierno se toma como dos puntos aparte, donde presidente y gobierno, no, presidente, diputados, senadores y gobierno se toman como por puntos separados. Y yo, para mí, desde ese punto en adelante está todo mal hecho. El gobierno tiene que actuar de una manera de facilitar y enriquecer al país, ¿está? Buscando las maneras de no invertir de forma directa, sino invertir de forma indirecta. O sea, la inversión de forma directa. La inversión de forma directa del gobierno no sirve, tiene que ser de formas indirectas. Para mí es la única manera que puede funcionar. Y si fuera por mí, yo lo haría que funcione. Si fuera por mí nomás que me ganan, yo lo haría que funcione. Te hablaría con Orsi si pudiera."
56,q6,__todos__,Me parece que el Estado existe para garantizar derechos básicos  mantener el orden  brindar servicios como salud  educación y seguridad  y crear condiciones para que la economía crezca y haya empleo. En Uruguay creo que también cumple un papel importante apoyando a las personas más vulnerables y asegurando que todos tengan oportunidades.
57,q6,__todos__,"Yo creo que el Estado, para mí, menos, cada vez menos. O sea, el Estado no puede mantener a la gente. La gente tiene que mantenerse y mantener al Estado. O sea, el Estado somos nosotros. Nosotros pagamos para recibir servicios o para generar cosas. Pero el Estado tiene que administrarlo, pero no para unos y para otros sí, o para otros no. Digo, el Estado, para mí, tendría que estar fuera de todo, salvo las cosas puntuales del Estado, o sea, las empresas del Estado, pero el Estado en la vida de la persona cada vez menos. Menos Estado y más independencia. Menos independencia de uno mismo, porque a veces el querer ayudar complica y acostumbra a cosas que uno tendría que no acostumbrarse."
58,q6,__todos__,Porque el estado tiene que cuidar a los ciudadanos
59,q6,__todos__,Para todo
60,q6,__todos__,"Tendría que citarte la constitución, pero creo que lo primero es velar por la vida de los que vivimos aquí en nuestro país, en Uruguay. Crearles el derecho a la salud, a la educación, a la vivienda, al trabajo. Salvaguardar la integridad de los uruguayos. Protegernos, crear expectativas para distintas posibilidades entre la economía del país. Son muchísimas cosas que el Estado debe hacer, incluso cuando hay situaciones graves de catástrofes y de cantidad de cosas. El Estado tiene que estar siempre junto a la gente, porque nosotros vivimos en un Estado de democracia."
61,q6,__todos__,Para regular los diferentes asuntos que hacen a la vida en sociedad  y garantizar los niveles mínimos aceptables de vida
62,q6,__todos__,Es importante para mí para garantizar la justicia el bienestar común organiza a una sociedad para la convivencia y derechos básicos  entre algunas cosas
64,q6,__todos__,Para hacer q un paiz funcine
65,q6,__todos__,Se supone que para brindar un país seguro en todos sus hambitos
67,q6,__todos__,"A ver, yo tengo 56 años. Antes al Estado se le considerábamos la gente, nosotros, ¿no? Los trabajadores, por decirlo así, ¿no? Ahora el Estado se considera a los políticos, ¿no? Creo, si no estoy mal expresada y si no corrí, al menos no tengo problema. Bueno, el Estado es el ejemplo para nosotros, ¿no? Es a quien votamos, es a quien elegimos que gobierne por cinco años. Entonces, ¿qué te parece? El Estado tendría que estar en todos lados, cada uno tendría que tener su lugar, por los cuales votamos, pero con respeto, con mucho respeto. En todos lados, en todo ámbito de que tenga que ver con el país, no solo en una parte, porque gobierna, y sin críticas, ¿no? Porque peleándose no, todos en unidad, pero es medio difícil acá, no sé si quedó claro la respuesta mía."
68,q6,__todos__,Un pais con una economia solida y que  genera empleo le da posibilidad a su población de crecer establemente y no irse a otros paises
69,q6,__todos__,Para garantizar los derechos de todos los ciudadanos
71,q6,__todos__,La seguridad pública la educación la justicia
72,q6,__todos__,Organizar un pais
73,q6,__todos__,La verdad a esta altura nose para que por que constantemente veo que se violan las leyes no es seguro confiar en el estado
76,q6,__todos__,"Sí, por supuesto. El Estado es evidente que tiene que existir porque además es el que rige y sobre todo rige la convivencia, ni hay que hablar. Sus funciones son, por ejemplo, las que desarrolla el Estado en el Uruguay, más allá de que haya alguna diferencia con alguna de las funciones que desarrolla el Estado, que no deberían de estar bajo su órbita."
77,q6,__todos__,Educación  medicina   justicia  policía y ejército
78,q6,__todos__,El estado tiene que velar por los servicios básicos
79,q6,__todos__,Veo al estado como administradores de los bienes públicos  no creo en ser hincha de banderas ni corrientes políticas. Creo a los funcionarios como lo que son  y como el ciudadano de a pie si no cumple con su trabajo deben ser reemplazados.
80,q6,__todos__,"Darnos empleo, darnos seguridad, estabilidad, eso. No mantenernos, darnos trabajo, dignidad, cuidado de que nos cuiden de la gente mala, qué sé yo, tanta maldad que hay por ahí."
81,q6,__todos__,El estado en mi opinión sus funciones fundamentales serían seguridad  educación y salud en forma integral . Otras actividades se la dejaría a libre mercado y competencia. Un estado chico sin tanto funcionarios públicos bajaría sensiblemente el costo del estado y mejoraría la distribución de la riqueza del país
82,q6,__todos__,las cosas para las que es importante el estado es para administrar los bienes  de laa población y su desarrollo
83,q6,__todos__,El acceso a derechos básicos. Y brindar garantías
84,q6,__todos__,"El Estado es importante para mantener un orden, para mantener las normas que van a regir la sociedad y para poder administrar la riqueza del país y distribuirla idealmente, de acuerdo al esfuerzo de cada persona y garantizar los servicios básicos que debe tener una población."
86,q6,__todos__,Orden  administración  y soberano...
87,q6,__todos__,Para hacer valer los derechos como ciudadanos y organizar y distribuir correctamente las riquezas del pais(se vale soñar) . Además de generar normas para que exista una convivencia de forma ordenada  con reglas que garanticen el orden  seguridad  protección de todos los ciudadanos
88,q6,__todos__,"Trabajo, sí. Trabajar pero que tenga un buen salario, un buen pasar."
92,q6,__todos__,El estado sos todos
93,q6,__todos__,Creo que los servicios públicos y los sociales (además de los esenciales obviamente) deben estar en manos del Estado. No en forma de monopolio porque estos no siempre son  buenos. Pero como ya lo expresé en  otras respuestas  todos debemos acceder a la salud  educación  energía eléctrica  agua potable  etc. Si se privatizan se vuelven prohibitivos para buena parte de la sociedad.
94,q6,__todos__,"Bueno, el Estado tiene el derecho de velar por la seguridad, primero que nada, que es un tema que está muy sobre la mesa. Después, velar por los derechos de cada uno, o sea, el derecho a la libertad, a tener un trabajo en regla, a que las empresas estén en regla y cumplan con las normas. Pero no, si esto es de acuerdo con los planes sociales y eso, que también es un derecho del Estado, pero tienen que ser unos planes sociales, pero más reglamentados, con más rigurosidad al momento de dar. Porque veo que están dando... Y eso es siniestro, y no están teniendo ningún control de eso. Y yo, por ejemplo, conozco mucha gente que cobra los planes de milles o cosas, y a veces son para niños y eso, pero terminan vendiéndolos por chirolas para comprar drogas. Entonces, ahí... Yo creo que es un derecho del Estado, un deber del Estado, dar planes sociales, pero también hay que controlar esos planes sociales."
97,q6,__todos__,Cómo escudo de los débiles  cómo dijo Batalle. Educación  serigudida   acceso eficiente a la justicia  servicios estratégico. Como orientador de las políticas de redistribución
