fila,pregunta,grupo,texto
2,q9,__todos__,El acceso a la educación
3,q9,__todos__,distribucion de la riquesa
4,q9,__todos__,Que existan barrios marginados
6,q9,__todos__,La vivienda  la remuneración ante trabajos de distintos sectores  formación y responsabilidades. La facilidad con la que algunos acumulan y pueden resolver y a otros se les pone una traba ante todo.
7,q9,__todos__,La falta de infraetructura en ciertas zonas del Uruguay y el acceso a oportunidades de desarrollo como estudios o actividades deportivas/lúdicas que el estado no provee
8,q9,__todos__,El acceso a la salud nEl acceso a la educación nEl acceso al empleo nLa perspectiva laboral. La perspectiva de terminar la educación media  la perspectiva de terminar una carrera. nMuchas de las variables de nuestra vida se defiende por dinero o geografía.
10,q9,__todos__,Hay desigualdad de ingresos  personas que trabajan y obtienen ingresos muy diferentes. Hay una desigualdad de género muy marcada  que expone a las mujeres a situaciones de opresión.
12,q9,__todos__,En los puestos de trabajo priorizados para personas trans o afro  eso no es igualdad  es juzgarlo más pero como es para su beneficio no se quejan
13,q9,__todos__,Acceso a la educación y al mercado laboral
15,q9,__todos__,Los barrios más marginales y vulnerables  sin el acceso a condiciones dignas y con poca o nula protección social sobre todo en niños y adolescentes.
16,q9,__todos__,"Bueno, la pobreza y la riqueza, la discriminación por género, la situación de algunos migrantes, la situación de la gente que está en la cárcel. Y bueno, seguramente hay muchas desigualdades que nos son invisibles, territoriales también, segregación residencial, poder, etc."
17,q9,__todos__,Que haya empresarios  senadores   diputados  ministros ganando millones mientras la gran mayoría de la población se tiene que arreglar con muy poca plata  los jubilados más.
19,q9,__todos__,La gran diferencia de estratos sociales  sueldos muy bajos  incapaces de mantener una vida digna  jubilaciones muy bajas.
20,q9,__todos__,"Y cuando a la segunda pregunta lo que se refiere a la desigualdad, bueno, la desigualdad es justamente eso, los que manejan el país y que están hablando de la pobreza infantil y la desigualdad de los sueldos y un jubilado llega a ganar 15 mil pesos y ellos ganan 400 mil."
22,q9,__todos__,El trabajo  en el estudio
23,q9,__todos__,"Las desigualdades se pueden dar en muchos planos. Yo siempre pienso en primer lugar en la desigualdad de ingresos, pero obviamente que hay otras desigualdades, la mayoría derivadas de la desigualdad de ingresos, pero otras que no necesariamente, pues son transversales a toda la población, como pueden ser las desigualdades de género. Pero principalmente siempre pienso en desigualdad de ingresos cuando pienso en desigualdad."
24,q9,__todos__,El acceso a la justicia y su accionar  las condiciones de trabajo y los salarios.
26,q9,__todos__,"En Uruguay, en rasgos generales, no veo mucha desigualdad y no sabría decidir, pero lo que sí creo es que, pese a la desigualdad que hay económica general en el mundo, en Uruguay hay bastantes oportunidades para salir adelante. No creo que sean las mejores, pero es bastante oportunidad."
27,q9,__todos__,"Mira, aquí desigualdad no creo que en ese sentido que exista, porque la escuela es para todo el mundo. Si tú quieres asistir a la escuela, vas a la escuela. Tú puedes ser muy pobre. Yo fui muy pobre en Cuba y asistí a la escuela con unos zapatos remendados y una ropita que mi mamá me sucía. Había otros muchachos que iban mejor vestidos, pero mi mamá se empeñó en que yo fuera a la escuela para que mejorara mi situación. Todo el mundo tiene derecho a eso. Es gratuito. La salud es gratuita. La educación, hasta los más grandes niveles, es gratuito. Entonces, yo no creo que por ese lado haya la desigualdad. Yo creo que eso está en la mente de las personas también, como cada cual enfoque su vida. Hay quien se atrasa una meta y quiere llegar a un objetivo, pero hay quien no, quien se conforma. Y el tema está en cómo tú lo vas acomodando. Porque si ahora tú tienes necesidades y tienes hambre, y yo te dejo la casa, yo te dejo la casa. Yo te regalo un pescado para que te lo comas. Mañana, cuando tengas hambre otra vez, no puedo venir a regalarte otro pescado. Tengo que darte una caña de pescar con las lombrices y llevarte al lago donde yo pesco y decirte, mira, lanza la caña aquí y yo te voy a enseñar a pescar, para que te ganes tu propio pescado. Después, si tú no quieres pescar y quieres seguir mendigando pescado, ya es un problema tuyo. Pero está igual. Está parejo para todo el mundo. Todo el mundo tiene lo mismo. Está asequible para todo el mundo. Todo está en el nivel de sacrificio que haga cada cual. Conozco personas muy humildes, muy humildes, que salieron de la escuela y me dijeron, no, no, no, no, no, no, no, no, no, no. Son de los más humildes y que han logrado abrirse camino, porque se lo propusieron salir de la humildad, porque la oportunidad está, la tienen delante y supieron aprovecharla."
28,q9,__todos__,Q no priorizan a la clase obrera
29,q9,__todos__,Los sueldos de los presidentes  senadores diputados y la mayoría de los gerentes de los entes como el sueldo mínimo puede estar en 24000 y un diputado cobre 400000 y un gerente en un ente cobre 250000 eso es desigualdad me dirás a ellos estudiaron NO LA MAYORIA NO   CONOSCO MEDICOS Y ABOJADOS QUE NO COBRAN NI 70000
30,q9,__todos__,Que existen diferencias en las diferentes estatus sociales
32,q9,__todos__,Los discapacitados sin ayuda    los sueldos de los  gobernantes   ext. ....estaria un buen rato numerando situaciones de desigualdad .
33,q9,__todos__,Los que ganan los senadores y diputados mientras los jubilados no llegan a fin de mes
36,q9,__todos__,Bueno sin lugar a dudas la desigualdad se da cuando unos tienen mucho y otros poco. Pero a veces esos que tienen mucho lo lograron con esfuerzo y a veces los que tienen poco no tuvieron oportunidades o quizás no las aprovecharon . En Uruguay la desigualdad muchas veces se da entre cargos que ejercen mujeres y hombre.
37,q9,__todos__,Varias. La económica es la más obvia y la que rompe los ojos porque desencadena otras como acceso a la vivienda  a educación privada  seguros médicos  mejores alimentos  mayor tiempo libre y de disfrute  etc. La brecha es grande. La gente de la calle. Luego pienso en laa situaciones de violencia. Las mujeres asesinadas por hombres  los maltratos  las violaciones  los niños y niñas que viven situaciones terribles en sus hogares. Las desigualdad por género. La situación de las cárceles. La salud mental: los que tienen dinero pueden acceder a buenos tratamientos y atenderse  y los que no  están bastante a la deriva... son muchas cosas. Seguro me olvido de varias.
38,q9,__todos__,En este país se crean desigualdad la gente cree que el estado les tiene que dar y por ello cada vez se ven más  atrás en  la cola  porque el estado no da para todos  como les dije a cada uno los toca cosechar  lo halla sembrado
39,q9,__todos__,Desigualdad económica
41,q9,__todos__,Viviendas
42,q9,__todos__,Por ahora no he vivido ninguna desigualdad  m parece bien q haya desigualdad  no todos pueden tener el mismo estatus económico  unos tienen estudios y otros no  no puedes pretender que el licenciado o el ingeniero gane lo mismo que el panadero o que el jardinero  no denigro ningún laburo  pero la sociedad es así  tiene q dividirse en clases sociales para coexistir  el rico le da trabajo al pobre  siempre ha sido así  si todos tienen la misma clase social  quien le da trabajo a quien  solo sería el gobierno el q podría proveer trabajos y en eso no podrían
43,q9,__todos__,Me parece una situación  de desigualdad que mi vecina se tenga que prostituir para darle de comer a su hija. . . nPuedo citar muchisimas situaciones más. Otro vecino junta plata porque sueña con un iPhone pero le faltan todos los dientes y no pude masticar.
44,q9,__todos__,"Por ejemplo, la situación económica, que hay algunos que tienen mucho y hay otros que no tienen ni siquiera para comer en nuestro país. Por ejemplo, en nuestro país también está mucha desigualdad en el momento de conseguir trabajo. Porque hoy en día, por ejemplo, no importa si vos sos abogado, sos ingeniero o lo que sea, no está fácil conseguir trabajo porque la mayoría entra a trabajar por algún conocido, conocido, un conocido, primo, un amigo y así."
46,q9,__todos__,En Uruguay me parecen desiguales las oportunidades que tienen las personas según dónde nacen o la situación económica de su familia. Por ejemplo  el acceso a una buena educación  una vivienda digna  la salud y un trabajo bien remunerado. También veo diferencias entre Montevideo y el interior  y entre quienes tienen recursos y quienes apenas llegan a fin de mes.
47,q9,__todos__,Las situaciones donde hay personas que no pueden vivir dignamente sin los mínimo básico mientras los políticos ganan miles
48,q9,__todos__,Los diferentes sueldos en los entes públicos con la misma función
49,q9,__todos__,El sueldo de los políticos respecto al resto de la población
50,q9,__todos__,La economía
51,q9,__todos__,La carga impositiva en algunos sectores y la ausencia de carga en otros  los ajustes por consejo de salarios enfocados en grupos salariales y dependientes de la fuerza de cada gremio  la inamovilidad de los funcionarios públicos  la falta de controles sobre los políticos  la excesiva carga burocrática en toda el area empresarial  hay mil elementos mas
52,q9,__todos__,Aún hoy solo el 35% de los jóvenes llegan a aprobar el bachillerato y  por tanto cuentan con diferentes posibilidades de acceso al mercado laboral y de capacidad para mantener las actuales demandas laborales.
53,q9,__todos__,"Lo primero que pienso es que es de total injusticia que exista esa desigualdad y que a veces se produce no por méritos personales, que uno tiene mejor estilo de vida que otro, sino por herencia, por ejemplo. ¿Y qué situaciones me parecen desiguales? La de las mujeres frente a los hombres que en un mismo cargo, por ejemplo, sus niveles de ingresos son menores o de oportunidades laborales y la de la infancia. Muy preocupante. No podemos tener niños en asentamientos. Y por otro lado, en barrios privados."
54,q9,__todos__,En los pequeños trabajadores independientes. Con las empresas grandes
55,q9,__todos__,demasiadas cosas hay mucha desigualdad entre el rico y el pobre mucha desigualdad en lo que viene siendo la seguridad en lo que viene siendo los juicios es más si una persona tiene plata y hace las cosas mal no como tiene plata sale bastante flote en todos los aspectos ahora si una persona que hace las cosas bien el propio gobierno te machaca y que tira para atrás para que hagas las cosas mal el gobierno no incentiva al trabajador incentiva a no trabajar no incentiva a las cosas legal incentiva a hacer las cosas ilegales no en casi todo el uruguay lo considero en ese aspecto demasiada desigualdad tanto el uruguay está con la única el único lugar donde está bien sería políticamente hablando serían los políticos pero de ahí para abajo demasiada desigualdad demasiado y no es un tema que no se puede corregir que no se quiere corregir
